actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,type,writer,year
"Kiefer Sutherland, Donald Sutherland, Brian Cox, Michael Wincott",9 nominations.,"Canada, France, USA",Jon Cassar,"Drama, Western",tt2271563,6.3,"5,737",English,55,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MTkxNzc5OF5BMl5BanBnXkFtZTgwMDczNTQ3NzE@._V1_SX300.jpg,R,19 Feb 2016,90 min,Forsaken,movie,Brad Mirman,2015
"Brigitte Nielsen, Arnold Schwarzenegger, Sandahl Bergman, Paul L. Smith",1 win & 2 nominations.,"Netherlands, USA",Richard Fleischer,"Action, Adventure, Fantasy",tt0089893,5.0,"30,522",English,N/A,A vengeful woman sets out to retrieve a magic orb from an evil queen whom she vows vengeance upon after the evil queen slain her family and her loyal warriors raped her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMDk2NTcxMV5BMl5BanBnXkFtZTcwMzUxMTM4NA@@._V1_SX300.jpg,PG-13,03 Jul 1985,89 min,Red Sonja,movie,"Robert E. Howard (character), Clive Exton, George MacDonald Fraser",1985
"Cillian Murphy, Sigourney Weaver, Robert De Niro, Toby Jones",2 nominations.,"Spain, USA",Rodrigo Cortés,"Drama, Horror, Mystery",tt1748179,6.2,"49,210",English,36,"The skeptical psychologist Dr. Margaret Matheson and her assistant, physicist Tom Buckley, are specialists in disclosing fraudulent paranormal phenomena. When the famous psychic Simon Silver reappears to his public after many years of absence, Tom becomes singularly obsessed in determining whether Silver is a fraud or not.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjYwNTc2M15BMl5BanBnXkFtZTcwMTY0Mjc4Nw@@._V1_SX300.jpg,R,02 Mar 2012,114 min,Red Lights,movie,Rodrigo Cortés,2012
"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",10 wins & 24 nominations.,USA,Greg Mottola,Comedy,tt0829482,7.6,"427,700",English,76,"Seth and Evan are best friends, inseparable, navigating the last weeks of high school. Usually shunned by the popular kids, Seth and Evan luck into an invitation to a party, and spend a long day, with the help of their nerdy friend Fogell, trying to score enough alcohol to lubricate the party and inebriate two girls, Jules and Becca, so they can kick-start their sex lives and go off to college with a summer full of experience and new skills. Their quest is complicated by Fogell's falling in with two inept cops who both slow and assist the plan. If they do get the liquor to the party, what then? Is sex the only rite of passage at hand?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg,R,17 Aug 2007,113 min,Superbad,movie,"Seth Rogen, Evan Goldberg",2007
"Tyler Perry, Derek Luke, Keshia Knight Pulliam, David Mann",1 win & 4 nominations.,USA,Tyler Perry,"Comedy, Crime, Drama",tt1142800,4.2,"9,661",English,50,"Mischievous grandma Madea lands in jail, where she meets a variety of mixed-up characters.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1Nzg0MDIxM15BMl5BanBnXkFtZTcwMjk5ODkyMg@@._V1_SX300.jpg,PG-13,20 Feb 2009,103 min,Madea Goes to Jail,movie,Tyler Perry,2009
"Lucas Till, Stephen McHattie, John Pyper-Ferguson, Merritt Patterson",N/A,"France, Canada",David Hayter,"Action, Horror",tt1403241,5.3,"5,964",English,37,A boy is trying to find out about his family history and stumbles upon a town of lycans.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMDE2MTE5MF5BMl5BanBnXkFtZTgwODQ4MDE5MjE@._V1_SX300.jpg,R,28 Aug 2014,91 min,Wolves,movie,David Hayter,2014
"Briana Evigan, Robert Hoffman, Adam G. Sevani, Cassie Ventura",2 wins & 3 nominations.,USA,Jon M. Chu,"Drama, Music, Musical",tt1023481,6.2,"68,269","English, Russian",50,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NzYxOTgxOF5BMl5BanBnXkFtZTcwMTgxMjc1MQ@@._V1_SX300.jpg,PG-13,14 Feb 2008,98 min,Step Up 2: The Streets,movie,"Toni Ann Johnson, Karen Barna, Duane Adler (characters)",2008
"Anne Hathaway, Glenn Close, Jim Belushi, Patrick Warburton",1 nomination.,USA,"Cory Edwards, Todd Edwards, Tony Leech","Animation, Action, Comedy",tt0443536,6.5,"46,547","English, Spanish",45,"Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that lead up to their encounter.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxOTQxMTIyNl5BMl5BanBnXkFtZTcwOTAzNDEzMQ@@._V1_SX300.jpg,PG,13 Jan 2006,80 min,Hoodwinked!,movie,"Cory Edwards (screenplay), Todd Edwards (screenplay), Tony Leech (screenplay), Todd Edwards (story), Cory Edwards (story)",2005
"Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim",Nominated for 3 Oscars. Another 16 wins & 42 nominations.,"UK, South Africa, Italy",Terry George,"Drama, History, War",tt0395169,8.1,"269,273","English, French",79,"During the 1990s, some of the worst atrocities in the history of mankind took place in the country of Rwanda--and in an era of high-speed communication and round the clock news, the events went almost unnoticed by the rest of the world. In only three months, one million people were brutally murdered. In the face of these unspeakable actions, inspired by his love for his family, an ordinary man summons extraordinary courage to save the lives of over a thousand helpless refugees, by granting them shelter in the hotel he manages.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_SX300.jpg,PG-13,04 Feb 2005,121 min,Hotel Rwanda,movie,"Keir Pearson, Terry George",2004
"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper",2 wins.,"France, USA",Xavier Gens,"Action, Crime, Drama",tt0465494,6.3,"141,923","English, Russian, Serbo-Croatian",35,"A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.",https://images-na.ssl-images-amazon.com/images/M/MV5BY2VmYTAzNGQtOTYzZi00YWZiLTg5MmQtYTczN2ZjOTQ0MWZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,R,21 Nov 2007,100 min,Hitman,movie,Skip Woods,2007
"Forest Whitaker, Angela Bassett, Jennifer Hudson, Tyrese Gibson",2 wins & 5 nominations.,USA,Kasi Lemmons,"Drama, Family, Music",tt1425922,4.4,"1,645",English,48,"In a contemporary adaptation of Langston Hughes' celebrated play, the holiday musical drama BLACK NATIVITY follows Langston (Jacob Latimore), a street-wise teen from Baltimore raised by a single mother, as he journeys to New York City to spend the Christmas holiday with his estranged relatives Reverend Cornell and Aretha Cobbs (Forest Whitaker and Angela Bassett). Unwilling to live by the imposing Reverend Cobbs' rules, a frustrated Langston is determined to return home to his mother, Naima (Jennifer Hudson). Langston embarks on a surprising and inspirational journey and along with his new friends, and a little divine intervention, he discovers the true meaning of faith, healing, and family.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTkxNzkwMl5BMl5BanBnXkFtZTgwOTcyNTE2MDE@._V1_SX300.jpg,PG,27 Nov 2013,93 min,Black Nativity,movie,"Langston Hughes (based on the play by), Kasi Lemmons (written for the screen by)",2013
"Jason Patric, Jessica Lowndes, Gia Mantegna, Bruce Willis",1 nomination.,"USA, UK",Brian A Miller,"Action, Thriller",tt1085492,4.6,"13,454",English,19,"A mechanic learns that his daughter, whom he thinks is at college, has dropped out. He tries to call her but, when someone else answers the phone, he goes to where she's staying and finds a photo of his daughter with another girl, so he looks for her and asks her where his daughter is. She says that his daughter hooked up with a guy who's from New Orleans. So they go there to find him. When some men refuse to answer his questions they beat him but he fights back, which the girl is amazed that he can do. Eventually they find the guy who tells them where his daughter might be. While on their way some men shoot at them. He learns that they work for a man named Omar who wants him. He still tries to find his daughter while Omar sends his best men to get him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4ODEwOTAzNTReQTJeQWpwZ15BbWU4MDAzMDEyMTIx._V1_SX300.jpg,R,22 Aug 2014,93 min,The Prince,movie,"Andre Fabrizio, Jeremy Passmore",2014
"Matt Dillon, James Caan, Natascha McElhone, Gérard Depardieu",N/A,USA,Matt Dillon,"Crime, Drama, Thriller",tt0164003,6.0,"4,412","English, French, Khmer, Russian",57,"A con man (Dillon) travels to Cambodia (also on the run from law enforcement in the U.S.) to collect his share in an insurance scam, but discovers more than he bargained for...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODk5OTc3Ml5BMl5BanBnXkFtZTcwMzcxMjAwMQ@@._V1_SX300.jpg,R,27 Mar 2003,116 min,City of Ghosts,movie,"Matt Dillon, Barry Gifford",2002
"Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Alakina Mann",Nominated for 1 Golden Globe. Another 28 wins & 50 nominations.,"USA, Spain",Alejandro Amenábar,"Horror, Thriller",tt0230600,7.6,"272,903","English, French",74,"A woman named Grace retires with her two children to a mansion on Jersey, towards the end of the Second World War, where she's waiting for her husband to come back from battle. The children have a disease which means they cannot be touched by direct sunlight without being hurt in some way. They will live alone there with oppressive, strange and almost religious rules, until she needs to hire a group of servants for them. Their arrival will accidentally begin to break the rules with unexpected consequences.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMDE4Mzc3ODNeQTJeQWpwZ15BbWU4MDY2Mjg4MDcx._V1_SX300.jpg,PG-13,10 Aug 2001,104 min,The Others,movie,Alejandro Amenábar,2001
"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser",Won 2 Oscars. Another 17 wins & 22 nominations.,"USA, UK",James Cameron,"Action, Adventure, Sci-Fi",tt0090605,8.4,"496,655",English,87,"Fifty seven years after Ellen Ripley survived her disastrous ordeal, her escape vessel is recovered after drifting across the galaxy as she slept in cryogenic stasis. Back on earth, nobody believed her story about the &quot;Aliens&quot; on the moon LV-426. After the &quot;Company&quot; orders the colony on LV-426 to investigate, however, all communication with the colony is lost. The Company enlists Ripley to aid a team of tough, rugged space marines on a rescue mission to the now partially terraformed moon to find out if there are aliens or survivors. As the mission unfolds, Ripley will be forced to come to grips with her worst nightmare, but even as she does, she finds that the worst is yet to come.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTYxZGJkNDUtOWRmMy00M2JjLWJiNjAtNTE0OWU0ODU1MDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,18 Jul 1986,137 min,Aliens,movie,"James Cameron (story), David Giler (story), Walter Hill (story), Dan O'Bannon (characters), Ronald Shusett (characters), James Cameron (screenplay)",1986
"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White",Won 8 Oscars. Another 15 wins & 13 nominations.,USA,George Cukor,"Drama, Family, Musical",tt0058385,7.9,"68,071",English,N/A,"Pompous phonetics professor Henry Higgins is so sure of his abilities that he takes it upon himself to transform a Cockney working-class girl into someone who can pass for a cultured member of high society. His subject turns out to be the lovely Eliza Doolittle, who agrees to speech lessons to improve her job prospects. Higgins and Eliza clash, then form an unlikely bond -- one that is threatened by an aristocratic suitor.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTEzMzE4MF5BMl5BanBnXkFtZTcwMDAzMTUyMg@@._V1_SX300.jpg,APPROVED,25 Dec 1964,170 min,My Fair Lady,movie,"Alan Jay Lerner (book), George Bernard Shaw (from a play by), Alan Jay Lerner (screenplay)",1964
"Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr.",3 wins & 7 nominations.,USA,Jim Gillespie,"Horror, Mystery, Thriller",tt0119345,5.6,"107,077",English,52,"After a nasty accident, four friends begin to drift apart. One year later Julie James gets a anonymous message and then a slicker wearing, hook wielding killer begins to rip apart her life.",https://images-na.ssl-images-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,17 Oct 1997,101 min,I Know What You Did Last Summer,movie,"Lois Duncan (novel), Kevin Williamson (screenplay)",1997
"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",1 nomination.,USA,Luke Greenfield,Comedy,tt1924435,6.5,"108,983",English,30,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted &quot;heroes&quot; get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MDY2ODQwNF5BMl5BanBnXkFtZTgwNjUzNjE4MTE@._V1_SX300.jpg,R,13 Aug 2014,104 min,Let's Be Cops,movie,"Luke Greenfield, Nicholas Thomas",2014
"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",Won 1 Oscar. Another 120 wins & 82 nominations.,"USA, Hungary",Alexander Payne,"Comedy, Drama, Romance",tt0375063,7.5,"151,734","English, Armenian",94,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg,R,21 Jan 2005,126 min,Sideways,movie,"Rex Pickett (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",2004
"M.C. Gainey, Paul Soter, Erik Stolhanske, Cloris Leachman",1 win & 3 nominations.,USA,Jay Chandrasekhar,Comedy,tt0486551,6.3,"55,284","English, German",46,"After the death of their grandfather Johann von Wolfhause, the brothers Jan and Todd Wolfhouse travel to Munich to fulfill a family tradition, spreading the ashes of Johann during the Oktoberfest. Their contact brings them to a secret beer competition, the Beerfest&quot;, where they are offended by Baron Wolfgang von Wolfhausen and the German branch of their family that accuse their great-grandmother of being a prostitute and their grandfather of stealing an old recipe of the best beer in Germany. Jan and Todd returns to USA humiliated and decide to organize a beer team to dispute the next Beerfest. They join Landfill, Barry and Fink and train long the year to participate in the competition. When they find the lost recipe hidden in a dummy, they feel that their German relatives told the truth. But the team is ready for the tough dispute.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NzYyMDE0OF5BMl5BanBnXkFtZTcwOTIzODczMw@@._V1_SX300.jpg,R,25 Aug 2006,110 min,Beerfest,movie,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske",2006
"Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles",4 wins & 2 nominations.,USA,John Carpenter,"Horror, Thriller",tt0077651,7.9,"160,803",English,78,"The year is 1963, the night: Halloween. Police are called to 43 Lampkin Ln. only to discover that 15 year old Judith Myers has been stabbed to death, by her 6 year-old brother, Michael. After being institutionalized for 15 years, Myers breaks out on the night before Halloween. No one knows, nor wants to find out, what will happen on October 31st 1978 besides Myers' psychiatrist, Dr. Loomis. He knows Michael is coming back to Haddonfield, but by the time the town realizes it, it'll be too late for many people.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,25 Oct 1978,91 min,Halloween,movie,"John Carpenter (screenplay), Debra Hill (screenplay)",1978
"Jet Li, Tony Chiu Wai Leung, Maggie Cheung, Ziyi Zhang",Nominated for 1 Oscar. Another 37 wins & 34 nominations.,"China, Hong Kong",Yimou Zhang,"Action, Adventure, History",tt0299977,7.9,"151,127",Mandarin,85,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",https://images-na.ssl-images-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,27 Aug 2004,99 min,Hero,movie,"Feng Li, Bin Wang, Yimou Zhang",2002
"Molly Shannon, Liam Aiken, Kevin Nealon, Brittany Moldowan",4 nominations.,USA,John Hoffman,"Comedy, Drama, Family",tt0326900,5.1,"3,432",English,49,"Owen Baker is a 12-year-old loner who has been working as a neighborhood dog-walker so he can earn the privilege of getting a dog of his own. His hard work pays off when his parents let him adopt a scruffy mutt he names Hubble. Both boy and dog get more than they bargained for when Owen wakes up one morning to discover he can understand every word Hubble says, including the ominous phrase: &quot;Take me to your leaders.&quot; Owen learns that dogs came to Earth thousands of years ago to colonize and dominate the planet. Hubble (who is really named Canid 3942) has been sent by the powerful Greater Dane on a mission from the Dog Star Sirius to make sure dogs have fulfilled this destiny. Despite the best efforts of Owen's rag-tag group of neighborhood dogs to convince him otherwise, Hubble soon discovers the awful truth about Earth dogs: &quot;You're all pets!&quot; Now Owen (a boy who never had a friend) and Hubble (a dog who never needed one) must work together to prepare the neighborhood dogs for a visit from The Greater Dane--or all dogs will be removed from the planet! The fate of Earth dogs hangs in the balance, and it's up to Owen, Hubble, and their canine companions to save man's best friend.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NzAzNzM4MV5BMl5BanBnXkFtZTYwMDE2MzQ3._V1_SX300.jpg,PG,10 Oct 2003,87 min,Good Boy!,movie,"Zeke Richardson (story &quot;Dogs from Outer Space&quot;), Zeke Richardson (screen story), John Hoffman (screen story), John Hoffman (screenplay)",2003
"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs",3 wins & 15 nominations.,USA,Malcolm D. Lee,"Comedy, Drama",tt2083355,6.7,"11,706",English,59,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjU0MTI1MDg5Ml5BMl5BanBnXkFtZTgwNzc2MTMzMDE@._V1_SX300.jpg,R,15 Nov 2013,123 min,The Best Man Holiday,movie,"Malcolm D. Lee, Malcolm D. Lee (characters)",2013
"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco",4 wins.,"UK, France, USA",Joe Carnahan,"Action, Crime, Drama",tt0475394,6.7,"122,071",English,45,"Mob boss Primo Sparazza has taken out a hefty contract on Buddy &quot;Aces&quot; Israel, a sleazy magician who has agreed to turn state's evidence against the Vegas mob. The FBI, sensing a chance to use this small-time con to bring down big-target Sparazza, places Aces into protective custody-under the supervision of two agents dispatched to Aces' Lake Tahoe hideout. When the word of the price on Aces' head spreads into the community of ex-cons and cons-to-be, it entices bounty hunters, thugs-for-hire, deadly vixens and double-crossing mobsters to join in the hunt. With all eyes on Tahoe, this rogues' gallery collides in a comic race to hit the jackpot and rub out Aces.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzQwNDEyN15BMl5BanBnXkFtZTcwMDY4ODQ0MQ@@._V1_SX300.jpg,R,26 Jan 2007,108 min,Smokin' Aces,movie,Joe Carnahan,2006
"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes",3 nominations.,"Canada, USA",Kevin Greutert,"Horror, Mystery",tt1477076,5.6,"69,385",English,24,"Detective Matt Gibson chases the psychotic Detective Mark Hoffman while Jigsaw's widow Jill Tuck tries to kill him as assigned by her husband. However he escapes and Jill meets Gibson and offers to sign an affidavit listing the murders committed by Hoffman. In return, she requests protection. Meanwhile, the prominent Jigsaw survivor and leader of a support group Bobby Dagen is abducted with his wife and friends and forced to play a mortal game to save himself and his beloved wife.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NTEwNTgwNF5BMl5BanBnXkFtZTcwMDM5MTU5Mw@@._V1_SX300.jpg,R,29 Oct 2010,90 min,Saw 3D: The Final Chapter,movie,"Patrick Melton, Marcus Dunstan",2010
"Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese",1 win & 2 nominations.,"USA, UK, France",Michael Lehmann,"Comedy, Romance",tt0243736,5.6,"62,838",English,53,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BYjY1ZWYwM2MtNDk0YS00NjY5LWJiYzQtZjVmYmNlN2Y0MzVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,01 Mar 2002,96 min,40 Days and 40 Nights,movie,Rob Perez,2002
"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",Nominated for 1 Oscar. Another 10 wins & 48 nominations.,USA,Joseph Kosinski,"Action, Adventure, Sci-Fi",tt1104001,6.8,"267,643",English,49,"Sam Flynn, the tech-savvy 27-year-old son of Kevin Flynn, looks into his father's disappearance and finds himself pulled into the same world of fierce programs and gladiatorial games where his father has been living for 20 years. Along with Kevin's loyal confidant Quorra, father and son embark on a life-and-death journey across a visually-stunning cyber universe that has become far more advanced and exceedingly dangerous. Meanwhile, the malevolent program CLU, who dominates the digital world, plans to invade the real world and will stop at nothing to prevent their escape.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SX300.jpg,PG,17 Dec 2010,125 min,TRON: Legacy,movie,"Edward Kitsis (screenplay), Adam Horowitz (screenplay), Edward Kitsis (story), Adam Horowitz (story), Brian Klugman (story), Lee Sternthal (story), Steven Lisberger (characters), Bonnie MacBird (characters)",2010
"Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin",N/A,USA,"John Fortenberry, Amy Heckerling","Comedy, Music, Romance",tt0120770,6.2,"49,040",English,26,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMDAzMDU0NV5BMl5BanBnXkFtZTcwMjI0OTM1MQ@@._V1_SX300.jpg,PG-13,02 Oct 1998,82 min,A Night at the Roxbury,movie,"Steve Koren, Will Ferrell, Chris Kattan",1998
"Alex Pettyfer, Justin Bradley, Mary-Kate Olsen, Dakota Johnson",1 win & 1 nomination.,USA,Daniel Barnz,"Drama, Fantasy, Romance",tt1152398,5.6,"65,288",English,40,A modern-day take on the &quot;Beauty and the Beast&quot; tale where a New York teen is transformed into a hideous monster in order to find true love.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg,PG-13,04 Mar 2011,86 min,Beastly,movie,"Daniel Barnz (screenplay), Alex Flinn (novel)",2011
"Aaron Stanford, Kathleen Quinlan, Vinessa Shaw, Emilie de Ravin",2 wins & 7 nominations.,USA,Alexandre Aja,Horror,tt0454841,6.4,"132,565",English,52,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzk0MTg5MzEyOF5BMl5BanBnXkFtZTcwNDUyMzIzMQ@@._V1_SX300.jpg,R,10 Mar 2006,107 min,The Hills Have Eyes,movie,"Alexandre Aja (screenplay), Grégory Levasseur (screenplay), Wes Craven",2006
"David Spade, Mary McCormack, Craig Bierko, Scott Terra",1 win & 1 nomination.,USA,Sam Weisman,Comedy,tt0325258,5.6,"11,919",English,36,A thirty-something former child star hires a foster family to re-create the childhood he never had.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxODcyODYwMF5BMl5BanBnXkFtZTYwNTcwMzM3._V1_SX300.jpg,PG-13,05 Sep 2003,98 min,Dickie Roberts: Former Child Star,movie,"Fred Wolf, David Spade",2003
"Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",3 wins & 2 nominations.,USA,Niki Caro,"Biography, Drama, Sport",tt2097298,7.4,"24,719","English, Spanish",60,"A struggling coach and teacher who has had to move around for different incidents in his career finally comes to one of the poorest cities in America: McFarland, California. There he discovers buried potential in several high school boys and slowly turns them into championship runners and brings them closer than even he could ever imagine.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_SX300.jpg,PG,20 Feb 2015,129 min,"McFarland, USA",movie,"Christopher Cleveland (screenplay), Bettina Gilois (screenplay), Grant Thompson (screenplay), Christopher Cleveland (story), Bettina Gilois (story)",2015
"Shad Moss, Brandon T. Jackson, Naturi Naughton, Loretta Devine",N/A,USA,Erik White,Comedy,tt0979434,4.9,"8,095",English,50,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODA2NjcxM15BMl5BanBnXkFtZTcwNTA3NTI0Mw@@._V1_SX300.jpg,PG-13,20 Aug 2010,99 min,Lottery Ticket,movie,"Abdul Williams (screenplay), Erik White (story), Abdul Williams (story)",2010
"Greg Andrews, Monica Arnold, Brandon Bernard Benton, Adam Boyer",7 nominations.,USA,Chris Robinson,"Comedy, Crime, Drama",tt0466856,6.0,"8,575",English,63,"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NjAzOTk1Nl5BMl5BanBnXkFtZTcwNDA1NTIzMQ@@._V1_SX300.jpg,PG-13,31 Mar 2006,105 min,ATL,movie,"Tina Gordon Chism (screenplay), Antwone Fisher (story)",2006
"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow",6 wins & 20 nominations.,USA,Jason Moore,"Comedy, Music, Romance",tt1981677,7.2,"217,418",English,66,"The Barden Bellas are a collegiate, all-girls a cappella singing group thriving on female pop songs and their perfect looks. After a disastrous failing at last year's finals, they are forced to regroup. Among the new recruits is freshman Beca, an independent, aspiring DJ with no interest in the college life. But after she meets Jesse, from the rival all-male a cappella group, Beca has a new outlook and takes it upon herself to help the Bellas find their new look and sound and get back into the competition.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX300.jpg,PG-13,05 Oct 2012,112 min,Pitch Perfect,movie,"Kay Cannon (screenplay), Mickey Rapkin (based on the book by)",2012
"Freddie Prinze Jr., Jessica Biel, Fred Ward, Matthew Lillard",1 nomination.,USA,Michael Tollin,"Comedy, Drama, Romance",tt0234829,4.9,"13,195",English,21,"Ryan Dunne, a nice high-school kid, who works hard mowing lawns for dad Sean's firm, is caught between loyalty to Sir, who cynically believes neither of his sons will even climb the social ladder, and big brother Mike, who scolds Ryan's lack of ambition to go all the way to be recruiter for for a baseball college scholarship, which Mike had to abandon due to a wound. To complicate matters, he falls in love with a snob client's daughter.",https://images-na.ssl-images-amazon.com/images/M/MV5BODQ1MTE5MzY0OV5BMl5BanBnXkFtZTYwMzk1MjI5._V1_SX300.jpg,PG-13,24 Aug 2001,108 min,Summer Catch,movie,"Kevin Falls (story), Kevin Falls (screenplay), John Gatins (screenplay)",2001
"Bill Paxton, Bridget Fonda, Billy Bob Thornton, Brent Briscoe",Nominated for 2 Oscars. Another 15 wins & 22 nominations.,"UK, Germany, France, USA, Japan",Sam Raimi,"Crime, Drama, Thriller",tt0120324,7.5,"51,477",English,82,"Three diverse characters, for the most part intellectually challenged, find a deserted plane with a bag full of millions of dollars inside. They devise a simple plan to keep the money if no-one claims it. Ofcourse, nothing turns out simple...",https://images-na.ssl-images-amazon.com/images/M/MV5BNWE4OTI1OWEtMjUyNC00YmUwLWFjZjItOGRmMjkyNTVlZjJmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,22 Jan 1999,121 min,A Simple Plan,movie,"Scott B. Smith (novel), Scott B. Smith (screenplay)",1998
